	Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Ensembl Protein Family ID(s)	Associated Gene Name
10286	ENSG00000102471	13	80055287	80130210	ENSFM00600000921294	NDFIP2
10287	ENSG00000134545	12	10594863	10607284	ENSFM00500000270035	KLRC1
10288	ENSG00000131746	17	38632080	38657849	ENSFM00250000000591	TNS4
10289	ENSG00000183117	8	2792875	4852494	ENSFM00740001589158	CSMD1
10290	ENSG00000183741	22	39257455	39268319	ENSFM00500000269860	CBX6
10291	ENSG00000172380	1	68167149	68299150	ENSFM00500000284035	GNG12
10292	ENSG00000123728	X	131337053	131353471	ENSFM00730001521249	RAP2C
10293	ENSG00000126602	16	3701640	3767598	ENSFM00730001522162	TRAP1
10294	ENSG00000235569	HSCHR6_MHC_QBL	31698009	31719779	ENSFM00440000236924	MSH5
10295	ENSG00000125414	17	10424465	10453274	ENSFM00250000000024	MYH2
10296	ENSG00000197302	16	31724550	31806190	ENSFM00250000000002	ZNF720
10297	ENSG00000162595	1	68511645	68517314	ENSFM00500000270725	DIRAS3
10298	ENSG00000181450	1	227751244	227865144	ENSFM00250000000002	ZNF678
10299	ENSG00000154930	20	24986868	25039616	ENSFM00250000000648	ACSS1
10300	ENSG00000142534	19	49999622	50002946	ENSFM00670001235402	RPS11
10301	ENSG00000166321	10	74870217	74891586	ENSFM00250000005878	NUDT13
10302	ENSG00000206503	6	29909037	29913661	ENSFM00730001521062	HLA-A
10303	ENSG00000128383	22	39348746	39359188	ENSFM00740001589264	APOBEC3A
10304	ENSG00000256590	14	22938033	22938690	ENSFM00670001241835	TRDV3
10305	ENSG00000231408	HSCHR6_MHC_MANN	31579318	31581588	ENSFM00500000272273	LTA
10306	ENSG00000168938	5	122358945	122372436	ENSFM00500000269861	PPIC
10307	ENSG00000231213	3	146294342	146324003	ENSFM00500000269855	PLSCR5
10308	ENSG00000136158	13	80910111	80915086	ENSFM00250000002344	SPRY2
10309	ENSG00000104450	8	101170134	101271506	ENSFM00740001589368	SPAG1
10310	ENSG00000185650	14	69254377	69263190	ENSFM00500000272407	ZFP36L1
10311	ENSG00000102316	X	54834032	54842445	ENSFM00500000269827	MAGED2
10312	ENSG00000169139	8	48920960	48977268	ENSFM00250000001221	UBE2V2
10313	ENSG00000118246	2	207630081	207657233	ENSFM00250000007003	FASTKD2
10314	ENSG00000178235	13	84451344	84456528	ENSFM00250000001398	SLITRK1
10315	ENSG00000186866	21	46683843	46707813	ENSFM00250000003265	POFUT2
10316	ENSG00000138068	2	37394963	37423741	ENSFM00500000271434	SULT6B1
10317	ENSG00000143740	1	227916240	227968927	ENSFM00250000004681	SNAP47
10318	ENSG00000184564	13	86366925	86373623	ENSFM00250000001398	SLITRK6
10319	ENSG00000139352	12	103351464	103354294	ENSFM00500000273289	ASCL1
10320	ENSG00000179750	22	39378352	39388809	ENSFM00740001589264	APOBEC3B
10321	ENSG00000228321	HSCHR6_MHC_MANN	31582831	31585600	ENSFM00500000270059	TNF
10322	ENSG00000143554	1	153746830	153752633	ENSFM00730001521711	SLC27A3
10323	ENSG00000146574	7	6833765	6866401	ENSFM00250000003646	CCZ1B
10324	ENSG00000165970	11	20620946	20680831	ENSFM00730001521205	SLC6A5
10325	ENSG00000115221	2	160956177	161128399	ENSFM00730001521296	ITGB6
10326	ENSG00000185947	16	31885079	31928668	ENSFM00250000000002	ZNF267
10327	ENSG00000135185	7	86825478	86849903	ENSFM00500000277061	TMEM243
10328	ENSG00000165300	13	88324870	88331871	ENSFM00250000001398	SLITRK5
10329	ENSG00000078900	1	3569084	3652765	ENSFM00730001521558	TP73
10330	ENSG00000061455	5	122424816	122529960	ENSFM00250000009972	PRDM6
10331	ENSG00000179399	13	92050929	93519490	ENSFM00500000270283	GPC5
10332	ENSG00000223448	HSCHR6_MHC_MANN	31587819	31589786	ENSFM00250000007710	LTB
10333	ENSG00000166908	12	57984957	57997198	ENSFM00260000050567	PIP4K2C
10334	ENSG00000223931	16	32063311	32063601	ENSFM00670001235368	AC142381.1
10335	ENSG00000270472	16	32077386	32077679	ENSFM00670001235368	IGHV3OR16-9
10336	ENSG00000151062	12	1901123	2028002	ENSFM00730001521792	CACNA2D4
10337	ENSG00000244509	22	39410088	39416357	ENSFM00740001589264	APOBEC3C
10338	ENSG00000129250	17	4901243	4931696	ENSFM00730001521174	KIF1C
10339	ENSG00000081692	1	227918126	227923112	ENSFM00250000006344	JMJD4
10340	ENSG00000000938	1	27938575	27961788	ENSFM00730001521177	FGR
10341	ENSG00000263302	HSCHR5_1_CTG1	68646822	68665854	ENSFM00500000270808	TAF9
10342	ENSG00000183098	13	93879095	95059655	ENSFM00500000269807	GPC6
10343	ENSG00000085978	2	234118697	234204320	ENSFM00250000000958	ATG16L1
10344	ENSG00000100987	20	25051521	25062996	ENSFM00360000109889	VSX1
10345	ENSG00000204414	17	61986957	61996198	ENSFM00500000269691	CSHL1
10346	ENSG00000243811	22	39410368	39429281	ENSFM00740001589264	APOBEC3D
10347	ENSG00000132563	5	137774706	137782658	ENSFM00500000269981	REEP2
10348	ENSG00000152292	2	85645844	85664152	ENSFM00500000274671	SH2D6
10349	ENSG00000185888	1	228003394	228034171	ENSFM00730001522465	PRSS38
10350	ENSG00000089356	19	35606732	35615228	ENSFM00670001239067	FXYD3
10351	ENSG00000165688	9	139305110	139318213	ENSFM00500000270616	PMPCA
10352	ENSG00000149452	11	62756626	62783311	ENSFM00400000131714	SLC22A8
10353	ENSG00000143816	1	228106357	228135599	ENSFM00730001522027	WNT9A
10354	ENSG00000163501	2	219919142	219925189	ENSFM00250000000992	IHH
10355	ENSG00000159733	4	2271309	2420390	ENSFM00250000003529	ZFYVE28
10356	ENSG00000170616	8	145554228	145559943	ENSFM00500000271051	SCRT1
10357	ENSG00000143614	1	153777201	153895451	ENSFM00600000921326	GATAD2B
10358	ENSG00000128394	22	39436609	39449915	ENSFM00740001589264	APOBEC3F
10359	ENSG00000102387	X	100523241	100548059	ENSFM00250000002692	TAF7L
10360	ENSG00000080166	13	95089558	95131936	ENSFM00750001632378	DCT
10361	ENSG00000154342	1	228194752	228248961	ENSFM00730001521228	WNT3A
10362	ENSG00000104870	19	50010073	50029590	ENSFM00320000100198	FCGRT
10363	ENSG00000259303	16	32859034	32859477	ENSFM00670001236678	IGHV2OR16-5
10364	ENSG00000151229	12	40148823	40499891	ENSFM00500000270995	SLC2A13
10365	ENSG00000110934	12	51674822	51718452	ENSFM00250000000861	BIN2
10366	ENSG00000076770	X	131503345	131623996	ENSFM00250000000919	MBNL3
10367	ENSG00000233732	16	33006369	33006826	ENSFM00670001235368	IGHV3OR16-10
10368	ENSG00000271130	16	33020496	33020941	ENSFM00670001235368	IGHV3OR16-8
10369	ENSG00000231048	HSCHR6_MHC_MANN	31593388	31596173	ENSFM00620001002924	LST1
10370	ENSG00000187736	2	219940039	220025587	ENSFM00500000276561	NHEJ1
10371	ENSG00000174963	3	147103833	147124647	ENSFM00400000131751	ZIC4
10372	ENSG00000204348	6	31937587	31940069	ENSFM00500000271793	DXO
10373	ENSG00000101680	18	6941743	7117813	ENSFM00740001589230	LAMA1
10374	ENSG00000239713	22	39436924	39483748	ENSFM00740001589264	APOBEC3G
10375	ENSG00000257882	HSCHR17_1	44327965	44330147	ENSFM00250000002326	AC217770.3
10376	ENSG00000143761	1	228270361	228286912	ENSFM00730001521124	ARF1
10377	ENSG00000160588	11	118097409	118123065	ENSFM00460000244999	MPZL3
10378	ENSG00000144191	2	98962618	99015064	ENSFM00250000000461	CNGA3
10379	ENSG00000088451	13	95226308	95248511	ENSFM00250000005699	TGDS
10380	ENSG00000005381	17	56347217	56358296	ENSFM00740001589176	MPO
10381	ENSG00000204843	2	74588281	74619214	ENSFM00740001589177	DCTN1
10382	ENSG00000077080	7	100240720	100254084	ENSFM00420000140622	ACTL6B
10383	ENSG00000257793	HSCHR17_1	44339179	44390746	ENSFM00260000050505	CRHR1
10384	ENSG00000148384	9	139323071	139334274	ENSFM00420000140651	INPP5E
10385	ENSG00000034239	8	49623348	49647870	ENSFM00260000050746	EFCAB1
10386	ENSG00000179388	8	22545172	22550815	ENSFM00730001522118	EGR3
10387	ENSG00000168944	5	122680579	122759286	ENSFM00250000004076	CEP120
10388	ENSG00000101945	X	48553945	48567403	ENSFM00260000050814	SUV39H1
10389	ENSG00000100298	22	39493229	39500072	ENSFM00670001236408	APOBEC3H
10390	ENSG00000126709	1	27992572	27998729	ENSFM00670001236996	IFI6
10391	ENSG00000137857	15	45422131	45457774	ENSFM00440000236872	DUOX1
10392	ENSG00000116745	1	68894505	68915642	ENSFM00250000000935	RPE65
10393	ENSG00000128534	7	117824086	117832878	ENSFM00670001236428	NAA38
10394	ENSG00000152749	13	95254157	95286899	ENSFM00250000008027	GPR180
10395	ENSG00000134020	8	22570769	22857513	ENSFM00500000274659	PEBP4
10396	ENSG00000153902	19	35615417	35633355	ENSFM00250000002312	LGI4
10397	ENSG00000196387	12	133656424	133684130	ENSFM00250000000002	ZNF140
10398	ENSG00000198837	1	153901977	153919172	ENSFM00250000001005	DENND4B
10399	ENSG00000185803	8	145577795	145584932	ENSFM00250000002271	SLC52A2
10400	ENSG00000197658	11	62847412	62911693	ENSFM00400000131714	SLC22A24
10401	ENSG00000113805	3	74311719	74570291	ENSFM00390000126303	CNTN3
10402	ENSG00000183960	3	19189946	19577138	ENSFM00730001521919	KCNH8
10403	ENSG00000125285	13	95361886	95364389	ENSFM00670001235737	SOX21
10404	ENSG00000126953	X	100600649	100604184	ENSFM00670001236601	TIMM8A
10405	ENSG00000100307	22	39516172	39548679	ENSFM00500000273815	CBX7
10406	ENSG00000106013	7	117854727	117882785	ENSFM00570000851034	ANKRD7
10407	ENSG00000143793	1	228288427	228293112	ENSFM00500000274184	C1orf35
10408	ENSG00000005339	16	3775055	3930727	ENSFM00250000000805	CREBBP
10409	ENSG00000165973	11	20691117	21597227	ENSFM00250000001932	NELL1
10410	ENSG00000115750	2	9983483	10074545	ENSFM00250000006738	TAF1B
10411	ENSG00000144410	2	207804278	207834198	ENSFM00730001521433	CPO
10412	ENSG00000227686	HSCHR6_MHC_QBL	31749636	31753979	ENSFM00250000001468	VARS
10413	ENSG00000171433	X	48620154	48632064	ENSFM00670001236126	GLOD5
10414	ENSG00000236979	HSCHR6_MHC_MANN	31596159	31600249	ENSFM00250000007739	NCR3
10415	ENSG00000008853	8	22844930	22877712	ENSFM00250000002630	RHOBTB2
10416	ENSG00000172239	5	43526369	43557860	ENSFM00250000007694	PAIP1
10417	ENSG00000102145	X	48644962	48652716	ENSFM00730001521743	GATA1
10418	ENSG00000184999	11	62905339	63137190	ENSFM00400000131714	SLC22A10
10419	ENSG00000132517	17	4935895	4955304	ENSFM00250000002271	SLC52A1
10420	ENSG00000113504	5	1050499	1112150	ENSFM00260000050376	SLC12A7
10421	ENSG00000106392	7	7196565	7288282	ENSFM00250000001741	C1GALT1
10422	ENSG00000149573	11	118124118	118135251	ENSFM00500000273092	MPZL2
10423	ENSG00000100311	22	39619364	39640756	ENSFM00500000272092	PDGFB
10424	ENSG00000147996	9	70432004	70497240	ENSFM00250000002195	CBWD5
10425	ENSG00000118263	2	207938861	208031991	ENSFM00600000921291	KLF7
10426	ENSG00000261701	16	72088522	72111145	ENSFM00480000262792	HPR
10427	ENSG00000010671	X	100604435	100641183	ENSFM00280000058686	BTK
10428	ENSG00000005379	17	56378592	56406152	ENSFM00740001589344	BZRAP1
10429	ENSG00000262511	HSCHR5_1_CTG1	68665134	68710869	ENSFM00250000002878	RAD17
10430	ENSG00000172850	HSCHR6_MHC_QBL	31755421	31765001	ENSFM00670001236013	LSM2
10431	ENSG00000024526	1	68939835	68962904	ENSFM00740001589371	DEPDC1
10432	ENSG00000152795	4	83343717	83351294	ENSFM00500000269788	HNRNPDL
10433	ENSG00000173226	3	121488610	121553926	ENSFM00250000006938	IQCB1
10434	ENSG00000254469	11	71576555	71639700	ENSFM00730001521514	RP11-849H4.2
10435	ENSG00000130164	19	11200038	11244492	ENSFM00740001589117	LDLR
10436	ENSG00000156427	5	170846660	170884627	ENSFM00500000270249	FGF18
10437	ENSG00000072110	14	69340860	69446157	ENSFM00440000236866	ACTN1
10438	ENSG00000197586	20	25176329	25207365	ENSFM00250000002349	ENTPD6
10439	ENSG00000153250	2	161128662	161350305	ENSFM00250000000990	RBMS1
10440	ENSG00000120738	5	137801179	137805004	ENSFM00560000770969	EGR1
10441	ENSG00000182271	17	28643351	28661077	ENSFM00250000007874	TMIGD1
10442	ENSG00000145386	4	122737599	122745087	ENSFM00500000269998	CCNA2
10443	ENSG00000198851	11	118175260	118186890	ENSFM00250000004124	CD3E
10444	ENSG00000162592	1	3668962	3688209	ENSFM00250000008987	CCDC27
10445	ENSG00000125257	13	95672083	95953687	ENSFM00730001521274	ABCC4
10446	ENSG00000142552	19	50030875	50050219	ENSFM00250000001036	RCN3
10447	ENSG00000215018	7	7395834	7575484	ENSFM00500000274171	COL28A1
10448	ENSG00000129654	17	74132414	74137380	ENSFM00360000109984	FOXJ1
10449	ENSG00000165355	14	39866873	39901704	ENSFM00250000007274	FBXO33
10450	ENSG00000188906	12	40590546	40763087	ENSFM00270000056506	LRRK2
10451	ENSG00000120705	5	137841784	137878989	ENSFM00250000005309	ETF1
10452	ENSG00000140829	16	72127461	72146811	ENSFM00730001521849	DHX38
10453	ENSG00000118997	2	196602427	196933536	ENSFM00730001521131	DNAH7
10454	ENSG00000063978	4	2463947	2627047	ENSFM00250000009091	RNF4
10455	ENSG00000206383	HSCHR6_MHC_QBL	31767647	31773092	ENSFM00730001521103	HSPA1L
10456	ENSG00000108582	17	28705923	28797007	ENSFM00730001521968	CPD
10457	ENSG00000141576	17	74138534	74236454	ENSFM00250000001774	RNF157
10458	ENSG00000182325	8	145579091	145583036	ENSFM00280000058829	FBXL6
10459	ENSG00000019549	8	49830249	49834299	ENSFM00500000269921	SNAI2
10460	ENSG00000137522	11	71639747	71708643	ENSFM00250000002742	RNF121
10461	ENSG00000065665	10	12171636	12211960	ENSFM00250000001640	SEC61A2
10462	ENSG00000142546	19	50058968	50093519	ENSFM00250000005090	NOSIP
10463	ENSG00000215328	HSCHR6_MHC_QBL	31773491	31775973	ENSFM00730001521103	HSPA1A
10464	ENSG00000257717	HSCHR17_1	44566755	44567102	ENSFM00670001235586	AC225613.4
10465	ENSG00000162104	16	4003388	4166186	ENSFM00740001589278	ADCY9
10466	ENSG00000262447	HG883_PATCH	26662628	26674035	ENSFM00250000001345	TNFAIP1
10467	ENSG00000168906	2	85766288	85772403	ENSFM00250000000999	MAT2A
10468	ENSG00000072803	5	171288553	171433877	ENSFM00500000270002	FBXW11
10469	ENSG00000270467	16	33605231	33605684	ENSFM00670001235368	IGHV3OR16-12
10470	ENSG00000212866	HSCHR6_MHC_QBL	31785766	31788290	ENSFM00730001521103	HSPA1B
10471	ENSG00000271178	16	33629681	33630128	ENSFM00670001235368	IGHV3OR16-13
10472	ENSG00000213901	2	219940051	220035549	ENSFM00250000000925	SLC23A3
10473	ENSG00000182871	21	46825052	46933634	ENSFM00740001589266	COL18A1
10474	ENSG00000227567	HSCHR6_MHC_DBB	31602375	31608169	ENSFM00250000010730	APOM
10475	ENSG00000040933	2	99061317	99210853	ENSFM00250000001432	INPP4A
10476	ENSG00000162910	1	228294380	228297013	ENSFM00670001236220	MRPL55
10477	ENSG00000259680	16	33647044	33647696	ENSFM00670001235368	RP11-812E19.9
10478	ENSG00000226618	HSCHR6_MHC_MANN	31627937	31645035	ENSFM00740001589307	PRRC2A
10479	ENSG00000080824	14	102547075	102606036	ENSFM00250000000292	HSP90AA1
10480	ENSG00000100316	22	39708887	39716394	ENSFM00250000001522	RPL3
10481	ENSG00000232367	HSCHR6_MHC_COX	32735310	32744079	ENSFM00730001521297	TAP1
10482	ENSG00000171241	16	46614466	46655538	ENSFM00320000100223	SHCBP1
10483	ENSG00000034677	8	101269288	101348446	ENSFM00250000001898	RNF19A
10484	ENSG00000033122	1	70034081	70617628	ENSFM00730001522141	LRRC7
10485	ENSG00000178038	3	46710487	46735194	ENSFM00250000002591	ALS2CL
10486	ENSG00000163576	3	19920964	19988517	ENSFM00250000006963	EFHB
10487	ENSG00000185739	16	4239375	4292081	ENSFM00730001522355	SRL
10488	ENSG00000094631	X	48659784	48683392	ENSFM00730001522032	HDAC6
10489	ENSG00000173876	10	92828	120103	ENSFM00250000000193	TUBB8
10490	ENSG00000169689	17	79976578	79981983	ENSFM00680001315890	STRA13
10491	ENSG00000171714	11	22214722	22304903	ENSFM00250000000240	ANO5
10492	ENSG00000167286	11	118209669	118213459	ENSFM00500000273078	CD3D
10493	ENSG00000138686	4	122745595	122791652	ENSFM00250000005221	BBS7
10494	ENSG00000131196	18	77155856	77289325	ENSFM00260000050482	NFATC1
10495	ENSG00000138622	15	73612200	73661605	ENSFM00250000000931	HCN4
10496	ENSG00000130764	1	3696784	3713068	ENSFM00250000006095	LRRC47
10497	ENSG00000178498	12	57998405	58003587	ENSFM00540000717994	DTX3
10498	ENSG00000147481	8	50822349	51706678	ENSFM00250000001921	SNTG1
10499	ENSG00000090447	16	4307187	4323076	ENSFM00250000006914	TFAP4
10500	ENSG00000115486	2	85771846	85788670	ENSFM00250000003807	GGCX
10501	ENSG00000112992	5	43602794	43707507	ENSFM00250000002458	NNT
10502	ENSG00000118260	2	208394461	208468155	ENSFM00250000000600	CREB1
10503	ENSG00000134873	13	96085858	96232013	ENSFM00670001235591	CLDN10
10504	ENSG00000180574	12	10658201	10675734	ENSFM00250000002233	EIF2S3L
10505	ENSG00000172354	7	100271154	100276797	ENSFM00250000000545	GNB2
10506	ENSG00000091664	11	22359643	22401049	ENSFM00730001521551	SLC17A6
10507	ENSG00000186106	8	101521980	101572012	ENSFM00250000008243	ANKRD46
10508	ENSG00000160654	11	118215059	118225876	ENSFM00500000272994	CD3G
10509	ENSG00000152977	3	147111209	147228080	ENSFM00400000131751	ZIC1
10510	ENSG00000157510	5	148651434	148721365	ENSFM00740001589224	AFAP1L1
10511	ENSG00000184408	7	119913722	120390385	ENSFM00300000079128	KCND2
10512	ENSG00000067445	X	54946895	54957864	ENSFM00500000269827	TRO
10513	ENSG00000137267	6	3153903	3157760	ENSFM00250000000193	TUBB2A
10514	ENSG00000267721	HG883_PATCH	26684604	26690705	ENSFM00250000008965	TMEM199
10515	ENSG00000069329	16	46690054	46723430	ENSFM00250000003527	VPS35
10516	ENSG00000111196	12	10758612	10766222	ENSFM00250000005116	MAGOHB
10517	ENSG00000229164	14	23016447	23021097	ENSFM00670001235627	TRAC
10518	ENSG00000126353	17	38710021	38721724	ENSFM00730001521322	CCR7
10519	ENSG00000266964	19	35629712	35634013	ENSFM00670001237581	FXYD1
10520	ENSG00000126603	16	4364762	4389598	ENSFM00730001522492	GLIS2
10521	ENSG00000116198	1	3728645	3773778	ENSFM00250000003016	CEP104
10522	ENSG00000263225	HG883_PATCH	26691290	26692265	ENSFM00500000274894	SEBOX
10523	ENSG00000262318	HG883_PATCH	26691310	26695033	ENSFM00250000003087	CTB-96E2.2
10524	ENSG00000112658	6	43139037	43149243	ENSFM00500000271154	SRF
10525	ENSG00000196584	7	152341864	152373250	ENSFM00250000007572	XRCC2
10526	ENSG00000066557	1	70610488	70671303	ENSFM00440000236958	LRRC40
10527	ENSG00000129562	14	23033805	23058175	ENSFM00670001235800	DAD1
10528	ENSG00000106025	7	120427376	120498456	ENSFM00250000007582	TSPAN12
10529	ENSG00000267556	HG883_PATCH	26691378	26725182	ENSFM00250000003414	SARM1
10530	ENSG00000148400	9	139388896	139440314	ENSFM00500000269589	NOTCH1
10531	ENSG00000115816	2	37428755	37458856	ENSFM00250000005486	CEBPZ
10532	ENSG00000184494	HSCHR6_MHC_QBL	31815830	31821077	ENSFM00540000717979	NEU1
10533	ENSG00000174226	8	101585116	101675643	ENSFM00250000002953	SNX31
10534	ENSG00000156642	15	73852355	73926475	ENSFM00610000952905	NPTN
10535	ENSG00000134874	13	96230457	96296957	ENSFM00600000921318	DZIP1
10536	ENSG00000148935	11	22647188	22834601	ENSFM00450000242152	GAS2
10537	ENSG00000117758	1	28099694	28150963	ENSFM00500000270193	STX12
10538	ENSG00000262062	HG883_PATCH	26694297	26700110	ENSFM00250000003087	VTN
10539	ENSG00000206422	18	7231123	7232045	ENSFM00440000237028	LRRC30
10540	ENSG00000100439	14	23067146	23081265	ENSFM00250000002394	ABHD4
10541	ENSG00000180787	17	4981543	4999669	ENSFM00250000000002	ZFP3
10542	ENSG00000204344	6	31938868	31950598	ENSFM00250000007308	STK19
10543	ENSG00000139610	12	51722227	51740463	ENSFM00450000242135	CELA1
10544	ENSG00000005469	7	86974997	87029111	ENSFM00730001522249	CROT
10545	ENSG00000257278	HSCHR17_1	44771954	44775602	ENSFM00250000001387	AC139677.2
10546	ENSG00000221946	19	35634154	35645204	ENSFM00690001366304	FXYD7
10547	ENSG00000157005	3	187386694	187388187	ENSFM00500000273500	SST
10548	ENSG00000263043	HSCHR5_1_CTG1	68711180	68739968	ENSFM00250000004250	MARVELD2
10549	ENSG00000134317	2	10085341	10142411	ENSFM00250000001044	GRHL1
10550	ENSG00000145293	4	83351715	83382244	ENSFM00500000271747	ENOPH1
10551	ENSG00000167840	17	5008836	5026411	ENSFM00740001589091	ZNF232
10552	ENSG00000196917	12	123104824	123215390	ENSFM00500000271913	HCAR1
10553	ENSG00000165379	14	42076773	42373752	ENSFM00260000050443	LRFN5
10554	ENSG00000257774	HSCHR17_1	44831766	44874729	ENSFM00500000270330	AC139677.5
10555	ENSG00000126460	19	50083903	50094272	ENSFM00500000274374	PRRG2
10556	ENSG00000259384	17	61994560	61996179	ENSFM00500000269691	GH1
10557	ENSG00000182782	12	123185840	123187890	ENSFM00500000271913	HCAR2
10558	ENSG00000255398	12	123199303	123201439	ENSFM00500000271913	HCAR3
10559	ENSG00000154277	4	41258430	41270472	ENSFM00550000743168	UCHL1
10560	ENSG00000144566	3	19988571	20026667	ENSFM00500000269759	RAB5A
10561	ENSG00000139629	12	51745031	51786651	ENSFM00730001521437	GALNT6
10562	ENSG00000172889	9	139553308	139567130	ENSFM00500000272191	EGFL7
10563	ENSG00000173137	8	145596790	145618457	ENSFM00730001522023	ADCK5
10564	ENSG00000262667	HSCHR5_1_CTG1	68787834	68852251	ENSFM00250000002895	OCLN
10565	ENSG00000103426	16	4390252	4470495	ENSFM00740001589284	CORO7-PAM16
10566	ENSG00000249242	4	83404323	83483510	ENSFM00500000274624	TMEM150C
10567	ENSG00000139726	12	123237321	123255611	ENSFM00670001235711	DENR
10568	ENSG00000196873	9	70856397	70914929	ENSFM00250000002195	CBWD3
10569	ENSG00000102580	13	96329393	96447243	ENSFM00730001522230	DNAJC3
10570	ENSG00000060140	12	10771538	10826917	ENSFM00500000272609	STYK1
10571	ENSG00000138606	15	45459412	45493373	ENSFM00580000902174	SHF
10572	ENSG00000110344	11	118230300	118269926	ENSFM00730001522369	UBE4A
10573	ENSG00000010810	6	111981535	112194655	ENSFM00730001521177	FYN
10574	ENSG00000089327	19	35645633	35660786	ENSFM00500000282171	FXYD5
10575	ENSG00000227124	3	75758794	75834734	ENSFM00250000000002	ZNF717
10576	ENSG00000137496	11	71709587	71716761	ENSFM00250000007402	IL18BP
10577	ENSG00000161888	19	11242196	11266484	ENSFM00500000274551	SPC24
